left,right,margin
leader,5EhrAFV5Jv5BBNX8fuybxeUiUu9NaRN2U84xb88yZxhGgsWL,0.0078125
leader,5DScQA9A1u6WjdxbHhgyqDQWe46Jd6RGB97XontiqB2KnBRs,0.109375
leader,5GTRip78cyK3Vp1MQZR9kMbPCugaw7xHj5Qq8XLL9FZMtne4,-0.28125
leader,5EeoBSBE3ozwazUeK3vfy6D9uF4ajwMWAtTkQcEGzoK7YJUH,-0.3671875
leader,5FLiyT19Vc2QEiuGkygZ7VZw9Y9i8WkT53k3Kda9FrKUUxuq,0.0546875
leader,5G8zvbeRVMFUKWaHsgKmzSWxXaTGKG75XNW3cznjopQVq7JS,-0.9921875
leader,5EqNLQBYYWMcHdid25TEDGUdgT67ZGLB49QvczcKs5rH58Hh,0.0390625
leader,5D5TcQucAYBDeXHUm96qihrS8XZgruHuRo9NSrqjvFbW2VQV,-0.640625
leader,5FqZqKgJKbXQ1D73WbMBhiicwoEYUZaWSFX9TZo9C8vgeUnx,-0.9921875
leader,5HGasgY6AYfnhXD6sWgbrDjkYk3zT2q3hEcoafJDuUNvJcSe,0.0390625
leader,5D9hoPyiDrErKXFN7Gh5ngu5s7cLsMMi5kTWyCLzfoKYqH4B,-0.9921875
leader,5HGkjAPscsRE1H5Q41P7HQcY4UBBkBMXwBCYjBaC4GLuaQg4,-0.078125
leader,5G3cGpK7Sa79xdh11yCbSSaWe22SpWMSNQoD8Whx7qZi3GTc,-0.4765625
leader,5FWtavKyXwQ6CnqM1LyvbGdhD4t7dE57oPe6attMT423HCgY,0.109375
leader,5HK2BA8dT4vvAtX37Wp8FQ83QgrHQos54VE2UeA3XYqMNB9A,-0.9921875
leader,5GgVxYJS3RsZtdhCVkW9DwBcjojAkcSpZXz6AnefsThrhPJf,-0.9921875
leader,5G1Vnk2D2nVkZcB1MfUb2sgRvS1diUzd1W4ygbVqkBKHwDbN,-0.9921875
leader,5H3PdHjjMf9vntGfayWJNnmqRQeRKkhRPr6cS9DgisJWth7M,-0.9921875
leader,5CnxA9q87uE4rkHqTfT4heV3wDXcpp4qyjRKd13Mm5UWv3iM,-0.9921875
leader,5GsWQ79j1DtfVEPFnn8ATuZL4SFv4hxtaGp6jE6XyfNwNiNY,-0.9921875
leader,5Hap9AY2XLfQnx25hfSsJ5qhsyD2dnBggwQBE7bj5NKJro18,-0.9921875
leader,5Gsf3XFM4aRtSAB1mJNDix74fdAyBLowS8HTtPn3J7WgRVyk,-0.9921875
leader,5G1GM8LUMzzSiyQ6kMJQsTcTVLb5pFUD3jXDuUkcN8VyUX7A,-0.9921875
leader,5FKjDg5FfNBbDLMp2n6mQG33MApxTyAy1YkbqCFArsc2RwYE,-0.9921875
leader,5EjwzQdAutgZe1xVw5w2hGnwww73htfyRB5aiSs2RFzhnSYa,-0.9921875
leader,5FcDQ6Eh3dCvSe5WCqNSkaGYkksEUvjm3Be5y1EbJcuKpTt8,0.1015625
leader,5FP3qpaSyRrmpEcFstA3NbCDFvRB6GErTrwTX93zNPJvwXfr,0.109375
leader,5CaHD2FKcuHaEJpTyDaaw9pkbe2RFPsep9nvLksFDAuw2FHG,-0.859375
leader,5GgpGaDxzTyBAME1Ju9ZhUstWj2VTm1n4tAUkRHLi4birQZg,0.2265625
leader,5Dc3evhfot3HYoZ47xboK5cBrXnYs1ug2ZVgB5PLx83VKz1R,-0.1640625
leader,5GGsuLzc5aTW6n6CWtrncf4aYmePuVKHDemjdgHQyqY5ea1Y,0.203125
leader,5E9YfJF8RwsUmq4RdDWAtXJhq1cRvBDFeTtHrmo1mEHwT3pA,-0.015625
leader,5DCzQsj5fY7sPCyqk7BaG8NxctEu52iWxTRy488XAMYVfnPK,0.1015625
leader,5CwGtXp12GZnUHwQYJcdkVgZeaBVmMXy34spKkYy3aLcc9Ti,-0.28125
leader,5EU1ViScfctLpaFGwL1uSQFCDvoyCfLRwYxTDtR37x7HteDH,-0.28125
leader,5H9bvDjbYHpCwDfPkcak8wVSAPtkCfb6n9MpVMAvRD3JMkbL,0.2265625
leader,5E5A9q65xzJm8VToNSA898tG4AhjL7H6Ssenmrv3SDn3EtJ8,0.21875
leader,5GmnqjwWjdcA41g3wZtWwkrK2EJKb2Adq5Y5PHWqJoe7gVGL,-0.0078125
leader,5HEocZgrZ8kYwsw5qy6XZuzSZk7GiDh9GN7xkoW3XhvfnV3d,0.0546875
leader,5HbsDVjuws2x9dzJpSaiL8YVXZ4GMsmG2vSFp6SEQi1hDEPa,0.109375
leader,5Hgo1VsLv1pzF9fjCSms57iNxW38mCJpe9M3Udjs98fgm4bW,-0.9921875
5DScQA9A1u6WjdxbHhgyqDQWe46Jd6RGB97XontiqB2KnBRs,5FLiyT19Vc2QEiuGkygZ7VZw9Y9i8WkT53k3Kda9FrKUUxuq,-0.0390625
5DScQA9A1u6WjdxbHhgyqDQWe46Jd6RGB97XontiqB2KnBRs,5FWtavKyXwQ6CnqM1LyvbGdhD4t7dE57oPe6attMT423HCgY,0.0
