left,right,margin
leader,5F4HaNQJAXDhirU51GTz4vBvcEuUo3YSfhKuBT7qix35DkHP,0.0546875
leader,5HQwnLTdCeaLr27X1L87trW5J3uRUotMe4chEPsvVmY9Nhyt,0.046875
leader,5FtEaPBYm8d8ynAjkzopZi9trJmL976ptycCZcy7sF487p1h,0.0234375
leader,5E7gx6uBoMn4LsDmLe5xNeNVw9X3dc8THRzvqtfEvHjv7qMw,-0.0234375
leader,5C5Ni3xED3RmF6QXLc8drg2Wm3WV7bZ7GsQsuKimMqym3fvP,-0.0078125
leader,5ExgC2o4KF3afjTeYzx3uTbtfoVyCCUfxiwbdKPRqaqcYKY4,0.0
leader,5EyNLzPaMVHC9771hY9yaKDvYpjhKB2vPc9nAyoULe7xXi2u,0.0234375
leader,5Dk4sWzqQ3kdroxf1k8WsaJ67nWMMSPWRopkLB5FiT5QkAQi,0.0234375
leader,5H3ZCQR4xdijiDvhgp5gAoJf3Ye2sHJACApzmPrindb3r8kV,0.0234375
leader,5CqZbbnWXNvKHg1SfQqmeqzVewh8jXWWUmXjA35DP7XaCK6P,0.0234375
leader,5FGyx951G1dc1BEMGZNSwvFacbp6umpHh9EcEedgLHaSZyzK,0.015625
leader,5H3C9niKnYvme3XkzokwJg5iWvq9i16aA3ndMgxXyeJ6i3vs,0.0234375
leader,5GH72o2fzUNd9FZk86qGKJ9wmWfTQhqXXecUN8HB7cF1mY5U,-0.015625
leader,5GCKsefFMQzbeLtX7iqDPpnybzYUyDquANSinWYo666LLGgf,-0.015625
leader,5HNgV24igSZcrocncRFEu8p93J5sg6bKSAhAVrbPg2gypVRF,-0.1875
